,TWSE Index,LMCADY Comdty,XAU Curncy,S5COND Index,S5CONS Index,S5UTIL Index,MMFA Index,JPY Curncy,GVLQUSD Index,GVLQJPY Index,.TED G Index,US0003M Index,USGG3M Index,BICLUSSP Index,BICLOISS Index,NYRPVOA Index,LUACOAS Index,LF98OAS Index,EMUSOAS Index,GSUSFCI Index,CIFCEMAS Index,CIFCTW Index,TINFMTDN Index,TWD Curncy,BISNTWN Index,USYC2Y10 Index,USYC5Y30 Index,BLQCOAS Index,LUACOAS Index,LECPOAS Index,LG30OAS Index,LF98OAS Index,LP01OAS Index,BEHSOAS Index,BEHPOAS Index,CONssent Index,NAPMPMI Index,GRZEEUCU Index,EUR3EU27 Index,MXEM Index,JCOMACF Index,JNMTOY Index,JWEXBUS Index,MXJP Index,CHEFTYOY Index,CNPPIY Index,CPMINORD Index,CPMIPROD Index,CPMIIFGS Index,MXCN Index,MXEU Index,TW1 Index,FTA Index,KSFIYTDN Index,JASXYTDN Index,THIVYTDN Index,CNFVBYTD Index,FIINYTDN Index,TINFYTDN Index,KOSBYTDD Index,IDGBFYTD Index,TBTVYTDD Index,CNFVBYTD Index,FIINDYTD Index
2000/2/10,10057.67,1842.85,315,280.1746,186.51,154.71,1668,109.27,#N/A N/A,#N/A N/A,44.475,6.09875,5.654,30.6,#N/A N/A,4.25,1.15,4.82,#N/A N/A,98.57,#N/A N/A,#N/A N/A,764.63,30.62,120.19,2.65,-39,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,145.1203,#N/A N/A,5.6,52.3,1034.51,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,29.08,134.39,28951,#N/A N/A,2136.64,-29.908,-176.45,,229.4,2748.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.6
2000/2/11,10128.67,1835.85,310.95,276.8708,184.51,153.41,1668,108.82,#N/A N/A,#N/A N/A,46.525,6.09625,5.631,32.9,#N/A N/A,4.25,1.15,4.82,#N/A N/A,98.65,#N/A N/A,#N/A N/A,1139.07,30.617,120.71,-1.55,-24.7,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,145.7712,#N/A N/A,5.6,52.3,1034.51,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,28.48,134.1,29713,#N/A N/A,2354.78,-36.141,-174.25,,323,3122.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.1
2000/2/14,9971.45,1825.5,308.15,277.348,182.34,154.83,1668,108.96,#N/A N/A,#N/A N/A,47.1,6.09,5.619,34.1,#N/A N/A,4.25,1.15,4.82,#N/A N/A,98.64,#N/A N/A,#N/A N/A,1172.9,30.67,120.03,-7.35,-43.15,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,145.4882,#N/A N/A,5.6,52.3,1028.3,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,28,133.03,30855,#N/A N/A,2382.91,-39.736,-188.08,,323.2,3156.72,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.2
2000/2/15,9957.74,1808,301.75,273.7417,186.28,155.47,1668,109.22,#N/A N/A,#N/A N/A,35,6.09,5.74,22,#N/A N/A,6.25,1.15,4.82,#N/A N/A,98.62,#N/A N/A,#N/A N/A,1266.31,30.7,120.31,-5.85,-47,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,142.4506,#N/A N/A,5.6,52.3,1007.86,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,27.66,130.6,31065,#N/A N/A,2202.88,-32.151,-217.15,,341.3,3250.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45.7
2000/2/16,10064.49,1795.75,302.5,264.6194,183.81,155.57,1673,109.44,#N/A N/A,#N/A N/A,36.2,6.09,5.728,23.2,#N/A N/A,3.75,1.15,4.82,#N/A N/A,98.67,#N/A N/A,#N/A N/A,1345.05,30.71,120.34,-12.65,-49.55,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,143.0231,#N/A N/A,5.6,52.3,1008.29,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,27.79,132.23,30562,#N/A N/A,2127,-40.101,-235.16,,358.5,3328.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50.7
2000/2/17,10202.2,1810.75,300.5,257.4597,183.02,154.9,1673,110.56,#N/A N/A,#N/A N/A,35.2,6.09,5.738,22.2,#N/A N/A,3.75,1.15,4.82,#N/A N/A,98.66,#N/A N/A,#N/A N/A,1456.23,30.67,120.23,-7.05,-41.8,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,144.3566,#N/A N/A,5.6,52.3,1027.08,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,27.9,133.42,30466,#N/A N/A,2181.65,-45.158,-258.42,,412.8,3440.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,57
2000/2/18,10096.38,1809.5,305,253.0286,180.08,152.39,1673,111.09,#N/A N/A,#N/A N/A,36.5,6.11,5.745,25.5,#N/A N/A,3.75,1.15,4.82,#N/A N/A,98.79,#N/A N/A,#N/A N/A,1516.81,30.715,120.6,-14.9,-46.15,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,143.6833,#N/A N/A,5.6,52.3,1028.42,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,29.69,132.77,31210,#N/A N/A,2559.01,-56.102,-287.86,,460.4,3500.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,59.6
2000/2/21,9912.67,1785.5,305.5,253.0286,180.08,152.39,1673,111.26,#N/A N/A,#N/A N/A,34.5,6.11,5.765,25.5,#N/A N/A,3.75,1.15,4.82,#N/A N/A,98.79,#N/A N/A,#N/A N/A,1614.36,30.7,120.87,-5.75,-40.75,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,142.0401,#N/A N/A,5.6,52.3,1006.27,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,29.04,131.31,32059,#N/A N/A,2649.36,-66.308,-287.95,,562.1,3598.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,59.6
2000/2/22,9731.93,1798,304.4,252.5329,182.9,150.43,1673,110.69,#N/A N/A,#N/A N/A,34.6,6.11,5.764,21.6,#N/A N/A,3.75,1.15,4.82,#N/A N/A,98.73,#N/A N/A,#N/A N/A,1572.01,30.791,120.04,-26,-47.3,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,141.9621,#N/A N/A,5.6,52.3,987.38,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,27.95,130.85,31709,#N/A N/A,2546.18,-66.922,-321.47,,559.6,3555.84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,59.6
2000/2/23,9642.26,1821.75,300,253.6433,179.81,148.33,1679.3,111.07,#N/A N/A,#N/A N/A,28.8,6.11,5.822,16.8,#N/A N/A,3.75,1.15,4.82,#N/A N/A,98.74,#N/A N/A,#N/A N/A,1599.15,30.786,120.31,-9.9,-46.75,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,144.0021,#N/A N/A,5.6,52.3,996.15,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,27.63,132.79,29441,#N/A N/A,2497.49,-73.163,-326.98,,591.1,3582.97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,68.3
2000/2/24,9599.17,1835.25,298.5,247.3667,174.93,145.04,1679.3,111.37,#N/A N/A,#N/A N/A,30.9,6.11,5.801,18.9,#N/A N/A,7.5,1.15,4.82,#N/A N/A,98.77,#N/A N/A,#N/A N/A,1633.06,30.786,120.33,-2.95,-34.1,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,144.5393,#N/A N/A,5.6,52.3,1005.55,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,27.27,132.98,25254,#N/A N/A,2593.8,-73.27,-330.16,,594.9,3616.88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,68.3
2000/2/25,9432.49,1793,292.6,246.0499,171.24,142.42,1679.3,110.29,#N/A N/A,#N/A N/A,33.525,6.10125,5.766,24.4,#N/A N/A,7.5,1.15,4.82,#N/A N/A,98.88,#N/A N/A,#N/A N/A,1691.06,30.76,120.71,-18.65,-44.5,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,146.9945,#N/A N/A,5.6,52.3,1022.79,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,26.59,135.6,16402,#N/A N/A,2733.11,-85.339,-344.76,,611.6,3674.88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,68.3
2000/2/28,9432.49,1709.5,291.75,252.2398,175,146.08,1679.3,109.45,#N/A N/A,#N/A N/A,27.325,6.10125,5.828,17.2,#N/A N/A,7.5,1.15,4.82,#N/A N/A,98.85,#N/A N/A,#N/A N/A,1691.06,30.75,120.74,-9.9,-46.6,#N/A N/A,1.15,#N/A N/A,#N/A N/A,4.82,#N/A N/A,#N/A N/A,#N/A N/A,112,56.7,20.1,-9.5,144.751,#N/A N/A,5.6,52.3,1016.52,0,2.1,#N/A N/A,#N/A N/A,#N/A N/A,25.83,134.12,27147,#N/A N/A,2868.75,-83.813,-345.2,,613.1,3675.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,74.5
2000/2/29,9435.94,1697,292.2,258.2773,174.01,147.16,1679.3,110.33,#N/A N/A,#N/A N/A,32.775,6.10875,5.781,22.9,#N/A N/A,2.503,1.22,4.97,#N/A N/A,98.78,#N/A N/A,#N/A N/A,1779.86,30.73,120.78,-9.5,-38.4,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,146.4072,#N/A N/A,17.6,55.8,1014.69,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.2,135.71,27235,#N/A N/A,3095.66,-83.813,-363.04,,614.6,3763.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,74.5
2000/3/1,9689.1,1738.5,289.75,257.4824,175.51,146.57,1679,107.28,#N/A N/A,#N/A N/A,34,6.11,5.77,24,#N/A N/A,2,1.22,4.97,#N/A N/A,98.71,#N/A N/A,#N/A N/A,71.96,30.736,120.43,-12.65,-44.35,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,147.7775,#N/A N/A,17.6,55.8,1019.1,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.48,137.4,27445,#N/A N/A,3574.65,-92.424,-373.95,,646.8,3835.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,74.5
2000/3/2,9543.82,1723,288.5,256.6491,171.6,147.51,1679,107.74,#N/A N/A,#N/A N/A,35.975,6.11875,5.759,25.1,#N/A N/A,2,1.22,4.97,#N/A N/A,98.72,#N/A N/A,#N/A N/A,252.92,30.7,119.95,-11.15,-43.55,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,151.8249,#N/A N/A,17.6,55.8,1015.07,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.07,140.32,27722,#N/A N/A,3640.43,-99.607,-362.43,,701,4016.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,74.5
2000/3/3,9588.03,1732.75,288.8,261.3059,173.2,148.49,1679,107.9,#N/A N/A,#N/A N/A,30.1,6.12,5.819,18.1,#N/A N/A,2,1.22,4.97,#N/A N/A,98.61,#N/A N/A,#N/A N/A,417.38,30.745,120.23,-14.1,-49.35,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,153.1179,#N/A N/A,17.6,55.8,1000.63,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.47,141.8,28898,#N/A N/A,4444.64,-104.093,-375.84,,693.7,4181.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,74.6
2000/3/6,9367.91,1737.5,287.63,255.6083,170.1,143.95,1679,107.54,#N/A N/A,#N/A N/A,30.2,6.12,5.818,19.2,#N/A N/A,1.535,1.22,4.97,#N/A N/A,98.69,#N/A N/A,#N/A N/A,537.1,30.768,119.92,-7.5,-43.75,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,154.188,#N/A N/A,17.6,55.8,981.21,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.57,143.02,28890,#N/A N/A,4681.75,-102.141,-385.15,,695,4300.78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.2
2000/3/7,9380.07,1718.5,293.25,247.9426,155,144.09,1679,106.12,#N/A N/A,#N/A N/A,29.288,6.12688,5.834,18.6,#N/A N/A,1.495,1.22,4.97,#N/A N/A,98.8,#N/A N/A,#N/A N/A,620.45,30.7,120.15,-12.15,-43.5,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,152.7425,#N/A N/A,17.6,55.8,994.72,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.54,141.85,30060,#N/A N/A,4872.53,-99.385,-393.93,,694.7,4384.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.2
2000/3/8,9389.49,1695.25,288.13,249.6304,156.74,142.19,1707,107.17,#N/A N/A,#N/A N/A,30.8,6.13,5.822,20.8,#N/A N/A,5.55,1.22,4.97,#N/A N/A,98.78,#N/A N/A,#N/A N/A,683.78,30.71,120.18,-9.8,-40.1,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,151.0678,#N/A N/A,17.6,55.8,989.77,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.68,140.19,30697,#N/A N/A,5020.57,-94.302,-395.61,,678,4447.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.1
2000/3/9,9587.27,1723.75,291.2,255.737,156.67,141.65,1707,106.53,#N/A N/A,#N/A N/A,30.8,6.14,5.832,19.8,#N/A N/A,4.52,1.22,4.97,#N/A N/A,98.66,#N/A N/A,#N/A N/A,753.59,30.7,119.79,-19.4,-43.4,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,151.0715,#N/A N/A,17.6,55.8,978.48,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.68,140.49,31444,#N/A N/A,4791.56,-84.525,-395.78,,720.2,4517.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.1
2000/3/10,9429.6,1726.5,289,251.8835,151.15,142.71,1707,106.35,#N/A N/A,#N/A N/A,25.175,6.14375,5.892,13.8,#N/A N/A,4.52,1.22,4.97,#N/A N/A,98.71,#N/A N/A,#N/A N/A,1057.96,30.738,119.88,-12.8,-41.2,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,152.3324,#N/A N/A,17.6,55.8,977.48,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.55,141.68,30564,#N/A N/A,4897.24,-76.018,-393.28,,768.7,4821.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.6
2000/3/13,8811.95,1708.75,290.7,250.9834,153.08,141.39,1707,105.52,#N/A N/A,#N/A N/A,28,6.15,5.87,18,#N/A N/A,3.31,1.22,4.97,#N/A N/A,98.77,#N/A N/A,#N/A N/A,1244.45,30.746,119.25,-9.75,-31.6,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,148.0176,#N/A N/A,17.6,55.8,942.16,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,27.06,138.33,30437,#N/A N/A,4855.66,-70.891,-398.99,,732,5008.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.5
2000/3/14,8835.58,1741,288.88,249.0515,150.55,139.89,1707,105.12,#N/A N/A,#N/A N/A,27.4,6.16,5.886,18.4,#N/A N/A,3.31,1.22,4.97,#N/A N/A,98.84,#N/A N/A,#N/A N/A,1240.7,30.69,119.35,-20.2,-32.6,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,148.2184,#N/A N/A,17.6,55.8,943.05,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,27.35,138.6,28933,#N/A N/A,4901.96,-73.779,-404.65,,720.2,5004.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.5
2000/3/15,8640.03,1745.75,288.85,260.7941,162.42,145.58,1705,105.69,#N/A N/A,#N/A N/A,30.85,6.1725,5.864,22.6,#N/A N/A,3.615,1.22,4.97,#N/A N/A,98.73,#N/A N/A,#N/A N/A,1159.43,30.751,119.45,-19.35,-36.7,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,143.6537,#N/A N/A,17.6,55.8,944.3,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.57,135.32,28249,#N/A N/A,4974.17,-66.069,-408.1,,682,4923.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.5
2000/3/16,8682.76,1763,286.5,276.3336,171.46,151.5,1705,105.37,#N/A N/A,#N/A N/A,32.825,6.19125,5.863,24.7,#N/A N/A,3.615,1.22,4.97,#N/A N/A,98.48,#N/A N/A,#N/A N/A,1158.66,30.765,119.07,-23.95,-36.7,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,145.7206,#N/A N/A,17.6,55.8,970.27,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.6,137.36,26705,#N/A N/A,5095.3,-66.069,-416.93,,771.4,4922.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.5
2000/3/17,8763.27,1773.5,284.6,277.3253,167.74,148.69,1705,106.73,#N/A N/A,#N/A N/A,33.9,6.21,5.871,24.9,#N/A N/A,3.615,1.22,4.97,#N/A N/A,98.44,#N/A N/A,#N/A N/A,1195.47,30.69,119.42,-31.6,-40.7,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,147.313,#N/A N/A,17.6,55.8,984.64,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.66,138.47,26526,#N/A N/A,5307.9,-71.503,-411.7,,771.4,4959.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.5
2000/3/20,8536.05,1753.5,286.88,278.3906,167.52,147.9,1705,106.3,#N/A N/A,#N/A N/A,32.775,6.22875,5.901,22.9,#N/A N/A,3.75,1.22,4.97,#N/A N/A,98.45,#N/A N/A,#N/A N/A,1217.21,30.795,119.6,-31.85,-42.6,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,149.0533,#N/A N/A,17.6,55.8,984.64,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.01,139.96,24536,#N/A N/A,5414.23,-73.461,-414.5,,771.4,4980.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.5
2000/3/21,9004.48,1775.5,289.63,282.4656,169.48,148.46,1705,106.78,#N/A N/A,#N/A N/A,32.325,6.24125,5.918,23.2,#N/A N/A,2.295,1.22,4.97,#N/A N/A,98.35,#N/A N/A,#N/A N/A,991.56,30.74,119.74,-34,-38.75,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,148.2264,#N/A N/A,17.6,55.8,987.77,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.74,139.93,24632,#N/A N/A,5495.19,-77.052,-424.89,,795.7,4755.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.5
2000/3/22,9069.39,1764.5,287.88,283.0843,165.97,147.16,1709,107.11,#N/A N/A,#N/A N/A,32.925,6.24625,5.917,22.3,#N/A N/A,2.675,1.22,4.97,#N/A N/A,98.34,#N/A N/A,#N/A N/A,1187.14,30.7,120.24,-38.9,-41.45,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,148.1228,#N/A N/A,17.6,55.8,977.15,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.56,140.37,23718,#N/A N/A,5717.14,-71.915,-430.45,,764,4950.82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2
2000/3/23,9533.87,1762.75,286.28,284.0354,167.01,148.3,1709,107.24,#N/A N/A,#N/A N/A,36.35,6.2475,5.884,25.6,#N/A N/A,5.065,1.22,4.97,#N/A N/A,98.21,#N/A N/A,#N/A N/A,1340.18,30.65,120.71,-54.55,-54.25,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,147.2462,#N/A N/A,17.6,55.8,979.86,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,25.91,139.58,24790,#N/A N/A,5969.57,-64.144,-435.2,,812.7,5103.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.7
2000/3/24,9482.64,1750,285,285.391,166.51,147.81,1709,106.87,#N/A N/A,#N/A N/A,35.3,6.255,5.902,24.8,#N/A N/A,2.005,1.22,4.97,#N/A N/A,98.23,#N/A N/A,#N/A N/A,1692.88,30.666,119.98,-42.35,-59.7,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,150.6511,#N/A N/A,17.6,55.8,979.55,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.19,142.52,23457,#N/A N/A,6170.56,-67.529,-438.05,,860.2,5456.56,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.6
2000/3/27,9807.57,1731.5,280.3,285.2568,162.45,150.34,1709,106.79,#N/A N/A,#N/A N/A,43.1,6.28,5.849,32.1,#N/A N/A,2.005,1.22,4.97,#N/A N/A,98.25,#N/A N/A,#N/A N/A,1814.37,30.6,120.03,-41.25,-45.9,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,150.8853,#N/A N/A,17.6,55.8,991.27,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.63,142.27,22816,#N/A N/A,6264.26,-63.674,-433.78,,883.2,5578.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,93.9
2000/3/28,9856.6,1736,279.4,284.0947,163.39,147.05,1709,105.84,#N/A N/A,#N/A N/A,39.4,6.28,5.886,29.4,#N/A N/A,1.71,1.22,4.97,#N/A N/A,98.3,#N/A N/A,#N/A N/A,1929.22,30.59,120.13,-43.75,-45.9,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,152.2132,#N/A N/A,17.6,55.8,1009.1,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,27.33,142.68,22816,#N/A N/A,6341.46,-57.207,-435.6,,904.2,5692.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100
2000/3/29,9805.69,1742,276.4,288.8304,167.27,150.76,1704,105.69,#N/A N/A,#N/A N/A,39.5,6.28,5.885,28.5,#N/A N/A,1.71,1.22,4.97,#N/A N/A,98.33,#N/A N/A,#N/A N/A,1986.71,30.536,120.25,-33.65,-36,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,151.34,#N/A N/A,17.6,55.8,1040.33,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.8,142.37,11171,#N/A N/A,6646.37,-44.855,-433.85,,894.2,5750.39,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.1
2000/3/30,9931.94,1748.75,276.75,288.929,173.46,150.37,1704,105.57,#N/A N/A,#N/A N/A,40.6,6.29,5.884,30.6,#N/A N/A,1.71,1.22,4.97,#N/A N/A,98.35,#N/A N/A,#N/A N/A,2214.48,30.478,120.49,-42.35,-34,#N/A N/A,1.22,#N/A N/A,#N/A N/A,4.97,#N/A N/A,#N/A N/A,#N/A N/A,111.3,55.8,25.7,-3.6,146.5442,#N/A N/A,17.6,55.8,1026.07,1,3.6,#N/A N/A,#N/A N/A,#N/A N/A,26.76,138.89,6528,#N/A N/A,6656.57,-39.315,-437.96,,857.4,5978.16,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.2
2000/3/31,9854.95,1734,279.08,287.6298,171.55,151.48,1704,102.78,#N/A N/A,#N/A N/A,41.9,6.29,5.871,30.9,#N/A N/A,4.68,1.46,5.79,#N/A N/A,98.27,#N/A N/A,#N/A N/A,2071.92,30.43,119.74,-41.45,-38.4,#N/A N/A,1.46,#N/A N/A,#N/A N/A,5.79,#N/A N/A,#N/A N/A,#N/A N/A,107.1,54.9,30.5,-0.1,146.7754,#N/A N/A,13.7,53.8,1025.07,1.9,4.8,#N/A N/A,#N/A N/A,#N/A N/A,26.74,139.68,24415,#N/A N/A,6630.29,-39.315,-451.91,,956.6,5835.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.7
2000/4/3,10050.43,1722.25,278.2,295.7481,178.76,151.64,1704,104.9,#N/A N/A,#N/A N/A,44.1,6.29,5.849,34.1,#N/A N/A,3.5,1.46,5.79,#N/A N/A,98.29,#N/A N/A,#N/A N/A,2071.92,30.45,120.7,-34.3,-31.5,#N/A N/A,1.46,#N/A N/A,#N/A N/A,5.79,#N/A N/A,#N/A N/A,#N/A N/A,107.1,54.9,30.5,-0.1,142.8851,#N/A N/A,13.7,53.8,1044.59,1.9,4.8,#N/A N/A,#N/A N/A,#N/A N/A,26.43,137.29,24415,#N/A N/A,6735.15,-43.395,-458.56,,1005.5,5771.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,129
