,TWSE Index,LMCADY Comdty,XAU Curncy,S5COND Index,S5CONS Index,S5UTIL Index,MMFA Index,JPY Curncy,GVLQUSD Index,GVLQJPY Index,.TED G Index,US0003M Index,USGG3M Index,BICLUSSP Index,BICLOISS Index,NYRPVOA Index,LUACOAS Index,LF98OAS Index,EMUSOAS Index,GSUSFCI Index,CIFCEMAS Index,CIFCTW Index,TINFMTDN Index,TWD Curncy,BISNTWN Index,USYC2Y10 Index,USYC5Y30 Index,BLQCOAS Index,LUACOAS Index,LECPOAS Index,LG30OAS Index,LF98OAS Index,LP01OAS Index,BEHSOAS Index,BEHPOAS Index,CONssent Index,NAPMPMI Index,GRZEEUCU Index,EUR3EU27 Index,MXEM Index,JCOMACF Index,JNMTOY Index,JWEXBUS Index,MXJP Index,CHEFTYOY Index,CNPPIY Index,CPMINORD Index,CPMIPROD Index,CPMIIFGS Index,MXCN Index,MXEU Index,TW1 Index,FTA Index,KSFIYTDN Index,JASXYTDN Index,THIVYTDN Index,CNFVBYTD Index,FIINYTDN Index,TINFYTDN Index,KOSBYTDD Index,IDGBFYTD Index,TBTVYTDD Index,CNFVBYTD Index,FIINDYTD Index
2011/6/6,9046.28,9122.75,1544.58,303.6172,320.37,166.53,2726.05,80.1,1.357,1.513,23.1416,0.25175,0.0203,18.93,13.78,20,1.49,5.08,3.07,99.53,-0.3114,-0.0976,540.01,28.756,102.15,257.318,266.688,1.57,1.49,1.75,5.0143,5.08,5.32,2.7547,3.2799,74.3,54.8,13.6,-1.6,89.2,36,34,43.3,503.12,6.8,10.2,52.1,54.9,50,67.12,93.85,189719,#N/A N/A,-832.74,1745.16,295.89,,-27.52,2064.58,4083.72,2847.67,16369.7,#N/A N/A,2986.43
2011/6/7,9057.1,9126.5,1544.13,303.9941,319.71,166.74,2726.05,80.09,1.341,1.673,21.6163,0.25175,0.0356,20.93,14.03,20,1.49,5.12,3.06,99.52,-0.3114,-0.0976,503.49,28.714,102.18,258.911,268.769,1.57,1.49,1.74,5.0289,5.12,5.28,2.7547,3.2799,74.3,54.8,13.6,-1.6,89.32,36,34,43.3,506.86,6.8,10.2,52.1,54.9,50,66.8,93.74,194169,#N/A N/A,-629.91,1700.95,170.79,,-19.4,2028.06,4288.1,2908.76,16475.9,#N/A N/A,3174.87
2011/6/8,9007.53,9015,1537.6,301.5215,319.74,166.97,2741.92,79.89,1.26,1.332,21.9748,0.25025,0.0305,21.93,13.83,20,1.51,5.22,3.1,99.56,-0.3114,-0.0976,507.68,28.696,102.22,255.679,268.722,1.57,1.51,1.76,5.1199,5.22,5.35,2.7547,3.2799,74.3,54.8,13.6,-1.6,88.44,36,34,43.3,507.02,6.8,10.2,52.1,54.9,50,66.14,92.79,195334,#N/A N/A,-558.82,1686.87,-36.97,,19.79,2032.24,4406.47,2965.15,16398.5,#N/A N/A,3169.68
2011/6/9,9000.94,9040,1543.98,303.8413,321.43,167.06,2741.92,80.36,1.26,1.319,21.3914,0.2495,0.0356,19.93,13.7,20,1.51,5.24,3.06,99.51,-0.3114,-0.0976,457.48,28.747,102.01,257.919,262.709,1.57,1.51,1.79,5.1387,5.24,5.44,2.7547,3.2799,74.3,54.8,13.6,-1.6,89.31,36,34,43.3,506.04,6.8,10.2,52.1,54.9,50,65.48,93.77,198241,#N/A N/A,-1165.04,1605.33,-181.32,,52.45,1982.04,4497.26,3578.82,16238.5,#N/A N/A,3060.24
2011/6/10,8837.82,8923.5,1531.27,298.2448,317.8,166.1,2741.92,80.32,1.195,1.489,20.7829,0.2485,0.0407,22.92,13.55,20,1.52,5.29,3.08,99.61,-0.5078,-0.2392,-42.82,28.783,102.16,257.011,262.17,1.57,1.52,1.81,5.1846,5.29,5.53,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.92,36,34,43.3,508.67,6.8,10.2,52.1,54.9,50,64.95,92.51,200758,#N/A N/A,-1211.27,1588.69,-251.21,,-52.67,1481.74,4470.14,2966.05,16241.8,#N/A N/A,3122.68
2011/6/13,8712.95,8896.25,1515.65,297.7679,318.86,166.73,2741.92,80.24,1.21,1.354,21.1414,0.247,0.0356,22.92,13.1,20,1.53,5.32,3.07,99.6,-0.5078,-0.2392,-591.43,28.82,102.25,259.075,262.319,1.57,1.53,1.83,5.2183,5.32,5.61,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.96,36,34,43.3,505.01,6.8,10.2,52.1,54.9,50,65.14,92.72,204843,#N/A N/A,-1402.35,1582.24,-279.36,,-78.75,933.13,5206.92,3939.12,16160.2,#N/A N/A,3349.39
2011/6/14,8829.21,9157.25,1523.98,302.941,322.17,167.4,2741.92,80.49,1.168,1.535,19.9495,0.24525,0.0458,22.92,12.93,20,1.52,5.24,2.99,99.55,-0.5078,-0.2392,-707.59,28.831,102.08,265.624,260.88,1.57,1.52,1.81,5.1456,5.24,5.59,2.7547,3.2799,74.3,54.8,13.6,-1.6,89.23,36,34,43.3,511.68,6.8,10.2,52.1,54.9,50,65.22,93.43,202135,#N/A N/A,-1454.08,1791.71,-257.31,,-162.13,816.98,5666.74,4015.27,16207.6,#N/A N/A,3302.7
2011/6/15,8831.45,9142.75,1530.98,298.4607,317.37,165.35,2707.56,80.96,1.124,1.604,19.9245,0.245,0.0458,22.92,12.7,20,1.53,5.38,3.1,99.7,-0.5078,-0.2392,-630.99,28.838,102.57,259.245,265.353,1.57,1.53,1.85,5.2727,5.38,5.7,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.9,36,34,43.3,512.91,6.8,10.2,52.1,54.9,50,65.04,92.43,197579,#N/A N/A,-1441.84,1846.91,-230.91,,-182.75,893.57,6200.39,3989.53,16218.8,#N/A N/A,3267.75
2011/6/16,8654.43,9056.75,1529.58,297.8324,319.87,166.7,2707.56,80.63,1.19,1.362,21.5998,0.2465,0.0305,24.93,11.8,20,1.55,5.52,3.18,99.68,-0.5078,-0.2392,-1097.92,28.905,102.54,254.684,265.01,1.57,1.55,1.93,5.4105,5.52,5.87,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.58,36,34,43.3,504.93,6.8,10.2,52.1,54.9,50,63.84,92.04,194836,#N/A N/A,-1631.11,1827.59,-285.14,,-277.04,426.64,7076.29,4080.15,16233,#N/A N/A,3214.78
2011/6/17,8636.1,9087,1539.4,299.8846,321.62,167.76,2707.56,80.05,1.145,1.524,22.1082,0.2465,0.0254,25.46,12.9,20,1.54,5.49,3.17,99.62,-0.7487,-0.0497,-1246.5,28.967,102.04,256.844,267.691,1.57,1.54,1.9,5.3864,5.49,5.83,2.7547,3.2799,74.3,54.8,13.6,-1.6,88.47,36,34,43.3,501.15,6.8,10.2,52.1,54.9,50,63.11,92.19,197067,#N/A N/A,-1798.16,1826.75,-282.82,,-357.87,278.07,7715.2,4158.24,16241.7,#N/A N/A,3237.71
2011/6/20,8530.68,8998,1540.6,302.4843,323.87,168.69,2707.56,80.25,1.184,1.431,22.6166,0.2465,0.0203,25.46,12.85,20,1.55,5.54,3.16,99.61,-0.7487,-0.0497,-1277.65,28.986,102.04,258.623,266.532,1.57,1.55,1.92,5.4242,5.54,5.85,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.79,36,34,43.3,501.59,6.8,10.2,52.1,54.9,50,63.03,91.73,192118,#N/A N/A,-1905.76,1822.08,-293.85,,-452.81,246.91,8009.9,4008.54,16255.8,#N/A N/A,3088.11
2011/6/21,8597.62,9074,1546.28,308.5568,323.42,168.82,2707.56,80.21,1.178,1.643,22.5221,0.2455,0.0203,27.47,12.9,20,1.55,5.52,3.14,99.52,-0.7487,-0.0497,-1108.4,28.929,101.85,261.588,267.433,1.57,1.55,1.89,5.39,5.52,5.76,2.7547,3.2799,74.3,54.8,13.6,-1.6,89.45,36,34,43.3,507.14,6.8,10.2,52.1,54.9,50,63.8,93.05,191274,#N/A N/A,-1898.07,1863.72,-279.06,,-575.53,416.17,8189.38,3903.92,16281.2,#N/A N/A,3203.78
2011/6/22,8621.04,9010,1548.95,306.0881,321.3,167.66,2699.58,80.29,1.175,1.54,23.5361,0.2455,0.0101,26.48,13.05,20,1.55,5.49,3.12,99.56,-0.7487,-0.0497,-1114.48,28.853,102.01,261.107,267.408,1.57,1.55,1.91,5.3673,5.49,5.79,2.7547,3.2799,74.3,54.8,13.6,-1.6,89.2,36,34,43.3,515.16,6.8,10.2,52.1,54.9,50,64.02,92.52,189002,#N/A N/A,-1913.14,1925.17,-299.08,,-635.39,410.08,8714.59,3675.95,16362.9,#N/A N/A,3077.67
2011/6/23,8567.28,8955.75,1521.4,307.2927,318.27,166.23,2699.58,80.51,1.189,1.533,24.143,0.2465,0.0051,24.97,13.3,20,1.57,5.6,3.2,99.6,-0.7487,-0.0497,-1130.71,28.885,102.35,256.87,271.124,1.57,1.57,1.96,5.48,5.6,5.95,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.39,36,34,43.3,512.81,6.8,10.2,52.1,54.9,50,63.71,91.23,183359,#N/A N/A,-2035.91,2006.11,-390.75,,-527.74,393.86,9319.57,3621.31,16593.1,#N/A N/A,3117.56
2011/6/24,8532.83,9036,1502.55,304.2044,316.02,166.6,2699.58,80.43,1.277,1.347,24.118,0.24625,0.0051,25.48,13.53,20,1.58,5.65,3.27,99.67,-0.6646,-0.0082,-1103.13,28.878,102.12,253.35,281.022,1.57,1.58,1.98,5.5237,5.65,5.97,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.02,36,34,43.3,517.74,6.8,10.2,52.1,54.9,50,65.36,91.12,176720,#N/A N/A,-1986.92,2053.41,-486.58,,-300.36,421.44,9382.05,3745.73,16816.8,#N/A N/A,3230.16
2011/6/27,8500.16,8958.5,1497.93,307.9399,317.41,167.88,2699.58,80.89,1.354,1.714,23.5611,0.24575,0.0101,26.48,13.38,20,1.58,5.63,3.22,99.65,-0.6646,-0.0082,-1129.59,28.941,102.33,253.547,284.542,1.57,1.58,2,5.5095,5.63,6.04,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.15,36,34,43.3,512.91,6.8,10.2,52.1,54.9,50,65.21,91.14,145071,#N/A N/A,-2087.12,2045.4,-558.44,,96.73,394.97,9415.84,3876.82,17006.5,#N/A N/A,3365.77
2011/6/28,8478.86,9060,1501.25,313.6905,318.42,168.65,2699.58,81.12,1.435,1.406,22.5416,0.24575,0.0203,23.95,12.58,20,1.57,5.5,3.11,99.6,-0.6646,-0.0082,-1193.47,28.933,102.4,255.65,274.452,1.57,1.57,1.99,5.3948,5.5,5.99,2.7547,3.2799,74.3,54.8,13.6,-1.6,87.88,36,34,43.3,515.85,6.8,10.2,52.1,54.9,50,65.23,91.57,63824,#N/A N/A,-2106.99,2052.64,-601.51,,322.27,331.09,9921.88,3854.77,17156.3,#N/A N/A,3262.62
2011/6/29,8573.38,9312,1512.33,314.9959,319.81,169.4,2682.72,80.78,1.488,1.345,22.5416,0.24575,0.0203,25.95,12.78,20,1.55,5.39,3.02,99.56,-0.6646,-0.0082,-1076.61,28.887,102.2,264.931,268.696,1.57,1.55,1.96,5.2836,5.39,5.87,2.7547,3.2799,74.3,54.8,13.6,-1.6,89.57,36,34,43.3,524.65,6.8,10.2,52.1,54.9,50,65.2,93.12,63824,#N/A N/A,-1697.27,2052.64,-531.77,,494.01,447.96,10532.7,3854.77,17130.7,#N/A N/A,3023.29
2011/6/30,8652.59,9414,1500.18,317.89,322.66,170.03,2682.72,80.56,1.574,1.427,23.5583,0.24575,0.0102,26.46,12.58,20,1.53,5.25,2.95,99.49,-0.6646,-0.0082,-877.14,28.756,102.16,270.131,260.985,1.67,1.53,1.92,5.1585,5.25,5.77,2.5795,3.4209,71.5,55.8,3.8,-3.5,90.88,36.7,53.5,48.9,527.44,7.1,10.5,50.8,53.1,51,66.12,94.18,178421,#N/A N/A,-1525.98,2171.5,-462.24,,494.06,647.42,10855.7,4476.48,17328.2,#N/A N/A,3023.29
2011/7/1,8739.82,9429.25,1487.43,324.1569,325.08,172.12,2682.72,80.83,1.539,1.31,23.0499,0.24575,0.0153,27.47,12.68,20,1.52,5.18,2.91,99.41,-0.4539,-0.1586,83.74,28.768,102.3,270.836,261.138,1.67,1.52,1.9,5.0983,5.18,5.7,2.5795,3.4209,71.5,55.8,3.8,-3.5,91.62,36.7,53.5,48.9,530.51,7.1,10.5,50.8,53.1,51,66.12,94.86,178938,#N/A N/A,-1361.92,2260.48,-462.88,,1094.49,731.16,10878.4,3807.92,17328.2,#N/A N/A,2556.57
2011/7/4,8774.72,9438.5,1496.2,324.1569,325.08,172.12,2682.72,80.8,1.955,1.398,23.0499,0.24575,0.0153,26.97,12.08,20,1.52,5.18,2.91,99.41,-0.4539,-0.1586,61.43,28.722,102.64,270.836,261.138,1.67,1.52,1.89,5.0946,5.18,5.68,2.5795,3.4209,71.5,55.8,3.8,-3.5,91.7,36.7,53.5,48.9,536.96,7.1,10.5,50.8,53.1,51,67.62,95.07,176610,#N/A N/A,-1181.5,2311.37,-110.69,,1361.03,708.86,11006.9,3796.19,17582.2,#N/A N/A,2484.82
2011/7/5,8784.44,9522.25,1515.7,325.4383,324.84,171.1,2682.72,81.07,1.533,1.393,25.0833,0.24575,-0.0051,29.98,12.43,20,1.51,5.21,2.95,99.43,-0.4539,-0.1586,48.18,28.783,102.5,269.348,269.201,1.67,1.51,1.88,5.1234,5.21,5.7,2.5795,3.4209,71.5,55.8,3.8,-3.5,91.2,36.7,53.5,48.9,537.88,7.1,10.5,50.8,53.1,51,67.6,95.12,175875,#N/A N/A,-823.82,2320.77,34.92,,1554.43,695.61,11355,4243.82,17924.2,#N/A N/A,2579.1
2011/7/6,8824.44,9503,1528.98,324.4866,326.74,171.43,2686.65,80.91,1.549,1.376,24.0667,0.24575,0.0051,26.98,13.58,20,1.51,5.24,2.97,99.43,-0.4539,-0.1586,-40.14,28.818,102.4,268.441,270.135,1.67,1.51,1.94,5.188,5.24,5.84,2.5795,3.4209,71.5,55.8,3.8,-3.5,90.6,36.7,53.5,48.9,543.49,7.1,10.5,50.8,53.1,51,66.87,94.85,177535,#N/A N/A,-678.55,2319.08,40.8,,1617.74,607.28,11339.6,4102.28,18151.2,#N/A N/A,3116.36
2011/7/7,8773.42,9724,1532.36,328.8142,328.82,172.03,2686.65,81.25,1.531,1.295,22.5716,0.24605,0.0203,24.44,13.51,20,1.49,5.11,2.91,99.35,-0.4539,-0.1586,-0.15,28.816,102.73,266.829,263.896,1.67,1.49,1.95,5.089,5.11,5.84,2.5795,3.4209,71.5,55.8,3.8,-3.5,91.05,36.7,53.5,48.9,540.93,7.1,10.5,50.8,53.1,51,66.97,95.25,178249,#N/A N/A,-180.33,2550.9,7.27,,1786.59,647.27,11295.9,4287.21,18594.5,#N/A N/A,3184.3
2011/7/8,8749.55,9644,1544.15,326.7867,327.71,171.44,2686.65,80.64,1.451,1.299,22.5716,0.24605,0.0203,28.46,14.21,20,1.5,5.23,3.02,99.37,-0.4483,-0.0942,-67.33,28.765,102.66,263.48,270.543,1.67,1.5,1.99,5.2069,5.23,5.97,2.5795,3.4209,71.5,55.8,3.8,-3.5,89.57,36.7,53.5,48.9,543.55,7.1,10.5,50.8,53.1,51,67.52,94.52,183668,#N/A N/A,1437.63,2622.66,18.64,,1939.16,580.1,11288.6,4359.99,19143.8,#N/A N/A,3495
2011/7/11,8665.85,9549,1553.48,320.3661,325.31,169.53,2686.65,80.26,1.5,1.376,23.5883,0.24605,0.0102,24.97,14.11,20,1.52,5.4,3.11,99.47,-0.4483,-0.0942,-290.84,28.832,102.64,256.273,273.793,1.67,1.52,2.09,5.3869,5.4,6.27,2.5795,3.4209,71.5,55.8,3.8,-3.5,87.2,36.7,53.5,48.9,540.34,7.1,10.5,50.8,53.1,51,66.37,93.24,184627,#N/A N/A,1531.05,2629.9,6.83,,2046.06,356.58,11560.7,4479.6,19157.2,#N/A N/A,3457.45
2011/7/12,8491.01,9629,1567.76,319.0295,324.18,170.31,2686.65,79.24,1.428,1.566,22.8666,0.249,0.0203,25.46,13.9,20,1.53,5.44,3.14,99.46,-0.4483,-0.0942,-518.14,28.926,102.64,252.492,273.285,1.67,1.53,2.15,5.4371,5.44,6.39,2.5795,3.4209,71.5,55.8,3.8,-3.5,86.66,36.7,53.5,48.9,532.13,7.1,10.5,50.8,53.1,51,63.99,92.62,188498,#N/A N/A,1156.55,2602.9,-91.01,,1840.78,129.28,11674.4,4678.96,19272,#N/A N/A,3438.18
2011/7/13,8488.06,9628.25,1582.38,320.6689,324.28,169.91,2696.33,78.98,1.418,1.395,25.4333,0.24925,-0.0051,25.47,15.13,20,1.52,5.42,3.16,99.41,-0.4483,-0.0942,-835.45,28.859,102.22,253.033,273.574,1.67,1.52,2.13,5.4178,5.42,6.33,2.5795,3.4209,71.5,55.8,3.8,-3.5,87.39,36.7,53.5,48.9,534.06,7.1,10.5,50.8,53.1,51,65.24,93.24,181787,#N/A N/A,950.92,2600.59,-101.1,,1874.51,-188.03,12029.4,4589.91,19237,#N/A N/A,3280.69
2011/7/14,8481.35,9609.5,1587.23,318.2338,322.81,169.15,2696.33,79.14,1.462,1.365,24.4667,0.24975,0.0051,27.47,15.68,20,1.52,5.36,3.12,99.46,-0.4483,-0.0942,-988.82,28.833,101.66,258.529,275.52,1.67,1.52,2.15,5.3701,5.36,6.35,2.5795,3.4209,71.5,55.8,3.8,-3.5,86.63,36.7,53.5,48.9,531.75,7.1,10.5,50.8,53.1,51,65.41,92.49,184244,#N/A N/A,888.45,2605.25,-70.41,,1950.33,-341.4,12561.1,4484.52,19143.3,#N/A N/A,3324.74
2011/7/15,8574.91,9651.25,1593.6,318.4794,323.6,169.41,2696.33,79.13,1.344,1.298,24.4667,0.24975,0.0051,29.98,15.38,20,1.54,5.38,3.14,99.45,-0.2095,-0.0549,-1234.8,28.883,101.63,255.184,280.691,1.67,1.54,2.18,5.4028,5.38,6.41,2.5795,3.4209,71.5,55.8,3.8,-3.5,86.21,36.7,53.5,48.9,533.05,7.1,10.5,50.8,53.1,51,65.18,92.26,183155,#N/A N/A,752.65,2630.26,-70.41,,1982.87,-587.38,12602.7,4614.46,19143.3,#N/A N/A,3411.21
2011/7/18,8538.57,9672.75,1604.79,315.0948,321.56,167.81,2696.33,79.04,1.345,1.298,24.6167,0.25125,0.0051,27.98,15.93,20,1.55,5.41,3.14,99.51,-0.2095,-0.0549,-1542.24,28.947,101.56,256.361,287.196,1.67,1.55,2.23,5.4391,5.41,6.53,2.5795,3.4209,71.5,55.8,3.8,-3.5,84.56,36.7,53.5,48.9,533.05,7.1,10.5,50.8,53.1,51,64.82,90.65,181841,#N/A N/A,532.11,2666.27,-64.59,,1971.06,-894.82,12897.6,4484.75,19070.3,#N/A N/A,3480.96
2011/7/19,8524.57,9818.5,1588.5,321.3286,326.3,169.18,2696.33,79.18,1.314,1.368,23.6791,0.252,0.0152,26.99,15,20,1.55,5.41,3.15,99.41,-0.2095,-0.0549,-1745.05,28.894,101.43,250.818,275.599,1.67,1.55,2.19,5.4568,5.41,6.59,2.5795,3.4209,71.5,55.8,3.8,-3.5,85.58,36.7,53.5,48.9,529.05,7.1,10.5,50.8,53.1,51,64.83,91.38,180706,#N/A N/A,239.56,2639.15,32.15,,2064.69,-1097.63,13020.4,4705.87,19159.6,#N/A N/A,3516.54
2011/7/20,8706.17,9734,1600.4,319.4749,325.03,170.16,2671.57,78.78,1.261,1.273,23.7791,0.253,0.0152,28.47,14.95,20,1.54,5.35,3.11,99.38,-0.2095,-0.0549,-1550.91,28.862,101.41,254.739,278.056,1.67,1.54,2.16,5.385,5.35,6.49,2.5795,3.4209,71.5,55.8,3.8,-3.5,86.92,36.7,53.5,48.9,533.83,7.1,10.5,50.8,53.1,51,65.25,92.55,184577,#N/A N/A,91.52,2639.99,185.71,,2057.69,-903.49,13353.5,4608.65,19183,#N/A N/A,3479.15
2011/7/21,8717.14,9659.75,1590.55,323.1952,327.23,172.78,2671.57,78.3,1.222,1.222,21.7511,0.253,0.0355,24.94,14.9,20,1.54,5.25,3.04,99.31,-0.2095,-0.0549,-1655.69,28.878,101.26,261.326,276.431,1.67,1.54,2.1,5.2711,5.25,6.28,2.5795,3.4209,71.5,55.8,3.8,-3.5,88.45,36.7,53.5,48.9,533.62,7.1,10.5,50.8,53.1,51,65,93.51,182216,#N/A N/A,-95.22,2639.22,300.09,,2019,-1008.26,13475.2,4854.48,19696.9,#N/A N/A,3295.42
2011/7/22,8765.32,9654.5,1601.33,324.4908,326.71,171.81,2671.57,78.54,1.153,1.268,22.2581,0.253,0.0304,27.45,14.9,20,1.52,5.25,3.06,99.31,-0.4183,-0.1929,-1483.97,28.819,101,257.38,275.222,1.67,1.52,2.05,5.2534,5.25,6.12,2.5795,3.4209,71.5,55.8,3.8,-3.5,88.92,36.7,53.5,48.9,539.21,7.1,10.5,50.8,53.1,51,66.38,94.03,180830,#N/A N/A,56.09,2699.02,456.91,,2137.25,-836.55,13605.3,4901.48,20285.5,#N/A N/A,3710.12
2011/7/25,8683.51,9633,1614.02,322.4953,323.45,172.27,2671.57,78.29,1.195,1.212,22.1681,0.2521,0.0304,25.94,15.06,20,1.53,5.23,3.02,99.33,-0.4183,-0.1929,-1524.55,28.839,100.81,259.197,279.432,1.67,1.53,2.08,5.2452,5.23,6.18,2.5795,3.4209,71.5,55.8,3.8,-3.5,88.28,36.7,53.5,48.9,534.43,7.1,10.5,50.8,53.1,51,65.56,93.8,162807,#N/A N/A,9.55,2686.99,517.95,,2191.34,-877.13,13954.2,4899.13,20510.6,#N/A N/A,3836.23
2011/7/26,8794.24,9798,1619.32,321.8873,322.61,171.64,2671.57,77.88,1.157,1.284,18.6506,0.2526,0.0661,20.88,14.51,20,1.52,5.26,3.05,99.33,-0.4183,-0.1929,-1425.75,28.865,100.62,256.452,280.181,1.67,1.52,2.07,5.2647,5.26,6.17,2.5795,3.4209,71.5,55.8,3.8,-3.5,88.03,36.7,53.5,48.9,537.04,7.1,10.5,50.8,53.1,51,66.49,93.4,109656,#N/A N/A,-9.39,2696.56,635.61,,2181.79,-778.33,14301.3,5033.13,21433,#N/A N/A,3965.48
2011/7/27,8817.49,9756,1613.47,316.2033,319.25,171.04,2634.12,77.98,1.141,1.314,17.6586,0.25285,0.0763,21.37,13.54,20,1.52,5.23,3.02,99.45,-0.4183,-0.1929,-1589.51,28.784,100.69,253.742,276.329,1.67,1.52,2.11,5.2602,5.23,6.27,2.5795,3.4209,71.5,55.8,3.8,-3.5,86.65,36.7,53.5,48.9,532.73,7.1,10.5,50.8,53.1,51,66.51,92.35,53251,#N/A N/A,-82.49,2746.4,726.67,,2206.5,-942.09,14656.3,5090.9,21561.4,#N/A N/A,3995.34
2011/7/28,8767.2,9794,1615.95,314.5824,319.32,169.82,2634.12,77.67,1.113,1.341,18.2771,0.25395,0.0712,22.88,13.25,20,1.52,5.27,3.02,99.46,-0.4183,-0.1929,-1842.77,28.813,100.76,252.613,273.081,1.67,1.52,2.13,5.2903,5.27,6.31,2.5795,3.4209,71.5,55.8,3.8,-3.5,86.25,36.7,53.5,48.9,526.03,7.1,10.5,50.8,53.1,51,66.27,92.38,53251,#N/A N/A,-244.82,2747.46,757.32,,2301.02,-1195.34,14820.3,5322.54,21481.9,#N/A N/A,3615.17
2011/7/29,8644.18,9811.25,1627.05,313.2105,317.34,168.15,2634.12,76.76,1.172,1.311,16.398,0.2555,0.0915,20.34,12.65,20,1.53,5.4,3.07,99.45,-0.4391,-0.1777,-2151.18,28.884,100.59,243.967,276.332,1.68,1.53,2.16,5.4049,5.4,6.41,2.7608,3.5967,71.5,55.8,3.8,-3.5,85.62,36.7,53.5,48.9,521.79,7.1,10.5,50.8,53.1,51,65.67,91.72,194930,#N/A N/A,-404.66,2779.78,799.42,,2160.85,-1503.75,15086.4,5482.44,21608.4,#N/A N/A,3624.74
2011/8/1,8701.38,9629.5,1619.38,311.4243,316.26,168.65,2634.12,77.21,1.146,1.361,18.6041,0.25722,0.0712,20.87,12.37,20,1.53,5.48,3.06,99.46,-0.4391,-0.1777,238.94,28.988,100.16,237.553,275.84,1.68,1.53,2.18,5.4646,5.48,6.47,2.7608,3.5967,63.7,52.9,2.3,-2.7,83.43,37.7,34.8,49.9,527.86,7.5,11,51.1,52.1,49.2,66.38,90.63,197904,#N/A N/A,-154.82,2809.16,942.53,,2196.54,-1264.81,15180.2,5460.01,21640.2,#N/A N/A,3522.05
2011/8/2,8584.72,9657,1659.4,300.01,312.19,165.94,2634.12,77.15,1.263,1.363,20.8515,0.26444,0.0559,22.88,14.99,20,1.53,5.65,3.13,99.54,-0.4391,-0.1777,84.81,28.929,100.68,229.438,269.036,1.68,1.53,2.25,5.6143,5.65,6.64,2.7608,3.5967,63.7,52.9,2.3,-2.7,81.66,37.7,34.8,49.9,523.31,7.5,11,51.1,52.1,49.2,65.29,88.97,195837,#N/A N/A,-537.65,2890.24,1067.37,,2177.84,-1418.95,15392,5460.01,22003.5,#N/A N/A,3539.32
2011/8/3,8456.86,9509.25,1661.72,302.0025,313.92,165.74,2568.28,77.06,1.259,1.539,25.8113,0.26828,0.0102,27.98,16.03,20,1.55,5.73,3.13,99.48,-0.4391,-0.1777,-549.93,28.912,100.21,228.549,264.149,1.68,1.55,2.3,5.694,5.73,6.78,2.7608,3.5967,63.7,52.9,2.3,-2.7,80.04,37.7,34.8,49.9,512.89,7.5,11,51.1,52.1,49.2,64.02,87.19,197462,#N/A N/A,-1310.82,2826.62,1066.29,,1997.32,-2053.68,15575,5600.36,22041.2,#N/A N/A,3275.86
2011/8/4,8317.27,9329.5,1646.52,287.369,304.34,160.38,2568.28,78.89,1.432,1.331,26.4307,0.26939,0.0051,33.24,19.04,20,1.58,6.01,3.26,99.76,-0.4391,-0.1777,-793.34,28.945,101.43,214.699,258.221,1.68,1.58,2.36,5.9242,6.01,6.98,2.7608,3.5967,63.7,52.9,2.3,-2.7,77.09,37.7,34.8,49.9,512.56,7.5,11,51.1,52.1,49.2,63.7,84.16,196524,#N/A N/A,-1751.56,2760.19,1083.41,,1964.28,-2297.09,15280.5,5429.95,21977.6,#N/A N/A,3155.81
2011/8/5,7853.13,9016.5,1663.95,287.7629,309.29,161.78,2568.28,78.4,1.258,1.246,26.6527,0.27161,0.0051,30.98,18.51,20,1.63,6.09,3.23,99.76,-0.2439,0.3034,-1334.06,28.956,101.02,227.001,259.628,1.68,1.63,2.48,6.0314,6.09,7.33,2.7608,3.5967,63.7,52.9,2.3,-2.7,75.94,37.7,34.8,49.9,496.75,7.5,11,51.1,52.1,49.2,61.07,82.63,189511,#N/A N/A,-2170.34,2616.46,879.72,,1605.02,-2837.82,15381.6,5429.95,21841,#N/A N/A,3054.73
2011/8/8,7552.8,8759.75,1719.45,268.5714,297.47,152.93,2568.28,77.77,1.558,1.205,25.4446,0.27478,0.0203,30.97,18.88,20,1.73,6.7,3.55,100.15,-0.2439,0.3034,-2446.1,28.997,100.9,205.682,257.023,1.68,1.73,2.52,6.5295,6.7,7.45,2.7608,3.5967,63.7,52.9,2.3,-2.7,72.71,37.7,34.8,49.9,485.69,7.5,11,51.1,52.1,49.2,59.39,79.29,176690,#N/A N/A,-2278.84,2483.48,701.43,,1358.2,-3949.85,15654.1,6158.11,21897.1,#N/A N/A,3022
2011/8/9,7493.12,8709.75,1740.95,281.536,304.08,157.85,2568.28,76.96,1.489,1.324,25.2972,0.27839,0.0254,23.93,19.19,20,1.79,7.04,3.7,99.9,-0.2439,0.3034,-3600.67,28.994,100.52,205.524,262.455,1.68,1.79,2.64,6.843,7.04,7.86,2.7608,3.5967,63.7,52.9,2.3,-2.7,73.32,37.7,34.8,49.9,477.29,7.5,11,51.1,52.1,49.2,56.23,80.36,173049,#N/A N/A,-3358.14,2372.6,400.94,,924.17,-5104.43,15932.4,5263.48,22019.7,#N/A N/A,2946.19
